Anom_ID,Accident_Date,Hour,Day_of_Week,Month_Name,Env,Light_Cond,Road,Traffic,Traffic_Control_Condition,Impact,Loc_Type,Severity,Injury_Event,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,Latitude,Longitude
20--9717,2020-12-18,17.0,Friday,December,Clear,Dark,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.38807695,-75.73562575
20--9718,2020-12-18,17.0,Friday,December,Clear,Dark,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.30266188,-75.88006526
20--9719,2020-12-18,17.0,Friday,December,Clear,Dark,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.40310108,-75.7104638
20--972,2020-01-20,16.0,Monday,January,Clear,Dusk,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,3,0,0,0,2,1.0,1.0,0.0,0.0,45.2739779,-75.73850286
20--9720,2020-12-18,17.0,Friday,December,Clear,Dark,Dry,Traffic signal,01 - Functioning,SMV other,At intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.36635984,-75.66077135
20--9721,2020-12-18,18.0,Friday,December,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.37905443,-76.08617653
20--9722,2020-12-18,6.0,Friday,December,Clear,Dark,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41702621,-75.66160086
20--9723,2020-12-18,19.0,Friday,December,Clear,Dark,Dry,Traffic signal,01 - Functioning,Angle,Intersection related,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.28504618,-75.88564915
20--9724,2020-12-18,19.0,Friday,December,Clear,Dark,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41931053,-75.5956153
20--9725,2020-12-18,19.0,Friday,December,Clear,Dark,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42606599,-75.68998407
20--9726,2020-12-18,7.0,Friday,December,Clear,Dawn,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.37831702,-75.66742906
20--9727,2020-12-18,19.0,Friday,December,Clear,Dark,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40504616,-75.70102036
20--9728,2020-12-18,20.0,Friday,December,Clear,Dark,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34783306,-75.73169216
20--9729,2020-12-18,8.0,Friday,December,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42091257,-75.65796338
20--973,2020-01-20,16.0,Monday,January,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35157359,-75.65140724
20--9730,2020-12-18,20.0,Friday,December,Clear,Dark,Dry,Stop sign,01 - Functioning,SMV other,Intersection related,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.20828009,-75.79492455
20--9731,2020-12-18,21.0,Friday,December,Clear,Dark,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41143618,-75.69020788
20--9732,2020-12-18,9.0,Friday,December,Freezing Rain,Daylight,Ice,Stop sign,00 - Unknown,Rear end,Intersection related,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.45154463,-75.4244844
20--9733,2020-12-18,9.0,Friday,December,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35358354,-75.61274377
20--9734,2020-12-19,13.0,Saturday,December,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.44859747,-75.58560005
20--9735,2020-12-19,13.0,Saturday,December,Clear,Daylight,Dry,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.46525212,-75.54108939
20--9736,2020-12-19,13.0,Saturday,December,Clear,Daylight,Dry,No control,Not Applicable,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41043623,-75.69263502
20--9737,2020-12-19,13.0,Saturday,December,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.28781675,-75.86791709
20--9738,2020-12-19,10.0,Saturday,December,Clear,Daylight,Dry,No control,Not Applicable,SMV unattended vehicle,At/near private drive,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.28914902,-75.86742716
20--974,2020-01-20,16.0,Monday,January,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40115477,-75.69976724
20--9742,2020-12-19,12.0,Saturday,December,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,3,0,0,0,1,1.0,0.0,0.0,0.0,45.32378851,-75.82908268
20--9743,2020-12-19,12.0,Saturday,December,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.38526399,-75.73946032
20--9744,2020-12-19,14.0,Saturday,December,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.27247482,-75.70965525
20--9745,2020-12-19,14.0,Saturday,December,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Angle,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43290583,-75.67002508
20--9746,2020-12-19,15.0,Saturday,December,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41125004,-75.67929807
20--9420,2020-12-08,12.0,Tuesday,December,Clear,Daylight,Dry,IPS,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39602788,-75.72624006
20--9747,2020-12-19,15.0,Saturday,December,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.26969607,-75.85785254
20--9748,2020-12-19,15.0,Saturday,December,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Angle,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.24790068,-75.91228498
20--9749,2020-12-19,15.0,Saturday,December,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.34388331,-75.72933709
20--975,2020-01-20,16.0,Monday,January,Clear,Dusk,Wet,No control,Not Applicable,Rear end,Non intersection,Non-Fatal Injury,1,3,0,0,0,2,0.0,2.0,0.0,0.0,45.32433577,-75.61485384
20--9750,2020-12-19,16.0,Saturday,December,Clear,Dusk,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.46087988,-75.48788466
20--9751,2020-12-19,18.0,Saturday,December,Clear,Dark,Wet,Stop sign,01 - Functioning,SMV other,Intersection related,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.21706657,-75.77235267
20--9752,2020-12-19,18.0,Saturday,December,Clear,Dark,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.45570119,-75.50477811
20--9753,2020-12-19,7.0,Saturday,December,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42471259,-75.63546319
20--9754,2020-12-19,20.0,Saturday,December,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.04571902,-75.8754607
20--9755,2020-12-19,20.0,Saturday,December,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.34324393,-76.14428098
20--9756,2020-12-19,20.0,Saturday,December,Clear,Dark,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.5004898,-76.12777064
20--9757,2020-12-19,20.0,Saturday,December,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.34339485,-75.63566796
20--9758,2020-12-19,9.0,Saturday,December,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41300232,-75.69158908
20--9759,2020-12-19,21.0,Saturday,December,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.4502017,-75.46637683
20--976,2020-01-20,16.0,Monday,January,Clear,Dusk,Ice,Stop sign,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,3,0,0,0,1,0.0,1.0,0.0,0.0,45.27671108,-75.62614051
20--9760,2020-12-20,13.0,Sunday,December,Snow,Daylight,Slush,Traffic signal,01 - Functioning,Angle,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40330099,-75.66561709
20--9761,2020-12-20,1.0,Sunday,December,Clear,Dark,Wet,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,0,1,0.0,0.0,1.0,0.0,45.39653352,-75.6858849
20--9762,2020-12-20,1.0,Sunday,December,Clear,Dark,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.38721994,-76.00061483
20--9763,2020-12-20,10.0,Sunday,December,Snow,Daylight,Loose snow,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.27244322,-75.73551124
20--9764,2020-12-20,10.0,Sunday,December,Snow,Daylight,Loose snow,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.28284571,-75.73089072
20--9765,2020-12-20,11.0,Sunday,December,Snow,Daylight,Slush,Traffic signal,01 - Functioning,SMV other,At intersection,Non-Fatal Injury,1,1,0,0,1,1,0.0,1.0,0.0,0.0,45.36240756,-75.73748757
20--9766,2020-12-20,11.0,Sunday,December,Snow,Daylight,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36595148,-75.77095992
20--9767,2020-12-20,0.0,Sunday,December,Clear,Dark,Dry,Traffic signal,01 - Functioning,Turning movement,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43183294,-75.68854683
20--9768,2020-12-20,12.0,Sunday,December,Snow,Daylight,Wet,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34719352,-75.62476782
20--9769,2020-12-20,0.0,Sunday,December,Snow,Dark,Wet,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.32454787,-75.72265535
20--977,2020-01-20,17.0,Monday,January,Clear,Dusk,Wet,Roundabout,01 - Functioning,Rear end,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.27494418,-75.77767055
20--9770,2020-12-20,14.0,Sunday,December,Clear,Daylight,Loose snow,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.39814862,-75.69064969
20--9771,2020-12-20,14.0,Sunday,December,Snow,Daylight,Loose snow,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42532281,-75.6829152
20--9772,2020-12-20,14.0,Sunday,December,Snow,Daylight,Slush,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42105036,-75.69585723
20--9773,2020-12-20,14.0,Sunday,December,Snow,Daylight,Slush,Stop sign,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34703164,-75.68382532
20--9774,2020-12-20,14.0,Sunday,December,Clear,Daylight,Loose snow,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.28464745,-75.70602824
20--9775,2020-12-20,15.0,Sunday,December,Rain,Daylight,Wet,No control,Not Applicable,Approaching,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.25881908,-75.73961009
20--9776,2020-12-20,15.0,Sunday,December,Snow,Daylight,Slush,No control,Not Applicable,Other,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.33337718,-75.85332457
20--9249,2020-12-02,13.0,Wednesday,December,Snow,Daylight,Wet,Stop sign,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40597862,-75.71278031
20--925,2020-01-19,20.0,Sunday,January,Clear,Dark,Packed snow,Traffic signal,01 - Functioning,SMV other,Intersection related,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.35614393,-75.80282629
20--9250,2020-12-02,10.0,Wednesday,December,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.41931044,-75.59561525
20--9251,2020-12-02,23.0,Wednesday,December,Clear,Dark,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35486058,-75.65923236
20--9252,2020-12-02,11.0,Wednesday,December,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37802843,-75.67327969
20--9253,2020-12-02,12.0,Wednesday,December,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.3073667,-75.87859034
20--9254,2020-12-02,14.0,Wednesday,December,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.46087991,-75.48788465
20--9255,2020-12-02,14.0,Wednesday,December,Rain,Daylight,Wet,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42744195,-75.68995491
20--9256,2020-12-02,14.0,Wednesday,December,Rain,Daylight,Wet,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35406707,-75.73541242
20--9257,2020-12-02,14.0,Wednesday,December,Clear,Daylight,Wet,No control,Not Applicable,Rear end,At/near private drive,Non-Fatal Injury,1,3,0,0,0,2,0.0,2.0,0.0,0.0,45.41215228,-75.63536761
20--9258,2020-12-02,15.0,Wednesday,December,Snow,Daylight,Wet,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.37583868,-75.76721658
20--9259,2020-12-02,15.0,Wednesday,December,Clear,Daylight,Dry,No control,Not Applicable,Other,Underpass or tunnel,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33824013,-75.84134242
20--926,2020-01-19,8.0,Sunday,January,Clear,Daylight,Packed snow,Traffic signal,01 - Functioning,Turning movement,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.45158688,-75.59653158
20--9260,2020-12-02,16.0,Wednesday,December,Clear,Dusk,Dry,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,1,1,0.0,0.0,1.0,0.0,45.44494524,-75.64901507
20--9261,2020-12-02,16.0,Wednesday,December,Clear,Dusk,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35363101,-75.64733057
20--9262,2020-12-02,16.0,Wednesday,December,Snow,Dusk,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.47485897,-75.5176895
20--9263,2020-12-02,16.0,Wednesday,December,Clear,Dusk,Dry,Stop sign,00 - Unknown,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39733972,-75.59496962
20--9264,2020-12-02,4.0,Wednesday,December,Clear,Dark,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.31385979,-76.05378985
20--9265,2020-12-02,17.0,Wednesday,December,Clear,Dark,Loose snow,No control,Not Applicable,Approaching,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.27276621,-75.87900673
20--9266,2020-12-02,17.0,Wednesday,December,Clear,Dark,Wet,Traffic signal,01 - Functioning,SMV other,At intersection,Non-Fatal Injury,1,1,0,0,1,1,0.0,0.0,1.0,0.0,45.44981519,-75.65180206
20--9267,2020-12-02,17.0,Wednesday,December,Clear,Dark,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,3,0,0,0,1,0.0,1.0,0.0,0.0,45.33801137,-75.72598436
20--9268,2020-12-02,17.0,Wednesday,December,Clear,Dark,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41916558,-75.67978279
20--9269,2020-12-02,17.0,Wednesday,December,Clear,Dark,Dry,Stop sign,00 - Unknown,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.26246884,-75.61020141
20--927,2020-01-19,21.0,Sunday,January,Clear,Dark,Loose snow,Traffic signal,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,0,0,0,4,0.0,4.0,0.0,0.0,45.39859582,-75.66167578
20--9270,2020-12-02,18.0,Wednesday,December,Clear,Dark,Wet,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.4694776,-75.52830496
20--9271,2020-12-02,18.0,Wednesday,December,Clear,Dark,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.35003465,-76.13333757
20--9272,2020-12-02,6.0,Wednesday,December,Clear,Dark,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.27853587,-75.96080833
20--9273,2020-12-02,18.0,Wednesday,December,Clear,Dark,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.31507073,-75.95321166
20--9274,2020-12-02,19.0,Wednesday,December,Clear,Dark,Wet,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42727337,-75.63905124
20--9275,2020-12-02,7.0,Wednesday,December,Clear,Dawn,Wet,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36519137,-75.61964732
20--9276,2020-12-02,19.0,Wednesday,December,Clear,Dark,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.31314358,-76.05829797
20--9277,2020-12-02,20.0,Wednesday,December,Clear,Dark,Dry,Stop sign,01 - Functioning,SMV other,Intersection related,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.3696304,-75.60839518
20--9278,2020-12-02,9.0,Wednesday,December,Snow,Daylight,Wet,Stop sign,00 - Unknown,Turning movement,At intersection,Non-Fatal Injury,1,2,0,0,0,2,0.0,2.0,0.0,0.0,45.29735948,-75.97723427
20--9279,2020-12-02,21.0,Wednesday,December,Clear,Dark,Dry,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34827671,-75.74038307
20--928,2020-01-19,9.0,Sunday,January,Snow,Daylight,Packed snow,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.42469375,-75.40406587
20--9280,2020-12-03,22.0,Thursday,December,Clear,Dark,Wet,Stop sign,01 - Functioning,SMV other,Intersection related,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.32866601,-75.90891128
20--9281,2020-12-03,10.0,Thursday,December,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.34589551,-75.73054017
20--9283,2020-12-03,14.0,Thursday,December,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.27053041,-75.74638822
20--9284,2020-12-03,15.0,Thursday,December,Rain,Daylight,Wet,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42677762,-75.68830982
20--9285,2020-12-03,16.0,Thursday,December,Clear,Dusk,Dry,No control,Not Applicable,SMV unattended vehicle,At/near private drive,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.38605688,-75.63876764
20--9286,2020-12-03,4.0,Thursday,December,Clear,Dark,Dry,No control,Not Applicable,SMV unattended vehicle,At/near private drive,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.476377,-75.50466827
20--9287,2020-12-03,17.0,Thursday,December,Clear,Dark,Dry,No control,Not Applicable,Rear end,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.27433298,-75.73877433
20--9288,2020-12-03,17.0,Thursday,December,Clear,Dark,Dry,No control,Not Applicable,SMV unattended vehicle,At/near private drive,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.27429532,-75.69600411
20--9289,2020-12-03,17.0,Thursday,December,Clear,Dark,Wet,Traffic signal,01 - Functioning,SMV other,At intersection,Non-Fatal Injury,1,1,0,0,1,1,1.0,0.0,0.0,0.0,45.38959395,-75.73561245
20--929,2020-01-19,9.0,Sunday,January,Clear,Daylight,Packed snow,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41769135,-75.69295327
20--9290,2020-12-03,17.0,Thursday,December,Clear,Dark,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,4,0,0,0,0,0.0,0.0,0.0,0.0,45.4506829,-75.58399214
